2,0,0,0,5,30,28,11,0,78,35,5,7,11,10,17,16,175,30,0,0,0,0,1,28,73,16,3,27,62,1,0,12,0,0,2,6,21,32,23,2,95,4,1,7,14,18,33,20,175,6,0,0,0,0,1,38,79,3,0,16,131,6,1,18,0,0,6,16,26,8,11,4,86,8,1,9,27,10,5,14,175,46,1,0,0,0,0,15,79,17,3,9,141,13,0,4,0,1,21,21,3,1,0,0,30,26,16,30,3,2,1,1,175,157,4,1,0,0,0,1,43,63,11,18,73,2,0,0
2,55,15,13,26,11,0,0,11,32,27,31,34,12,6,3,3,29,9,3,39,45,14,17,5,114,22,3,21,10,2,4,15,79,13,4,37,89,2,0,6,114,36,11,29,63,3,1,16,80,23,7,63,114,1,0,3,114,51,12,50,30,0,0,4,30,51,47,31,49,2,0,2,55,50,113,66,37,3,0,6,19,47,114,114,73,0,0,0,28,114,112,72,11,0,0,0,3,56,45,29,13,49,51,1,1,28,71,114,50,17,7,1,6,64,91,63,16,5,10,11,26,49,51,37,18,12,19,15
2,32,19,54,28,19,22,31,32,31,4,7,16,6,49,107,71,80,10,9,1,1,19,57,112,9,16,25,1,3,43,79,22,23,0,0,0,7,89,112,82,94,1,0,0,8,34,112,112,54,11,0,2,58,51,84,59,68,14,0,1,44,45,33,16,46,0,0,0,90,107,32,55,112,11,0,0,65,51,9,29,65,10,1,2,112,67,14,20,96,8,0,3,57,24,7,31,29,1,0,2,94,45,5,25,61,8,12,3,51,29,4,31,21,11,15,2,24,24,17,24,10,3,2,4,29,25,18,31
2,0,5,8,1,1,17,4,0,1,1,2,0,0,27,14,6,18,5,0,0,0,4,14,141,50,7,3,5,0,0,5,141,1,5,5,1,1,19,23,2,52,9,9,2,2,13,7,17,141,52,12,6,1,2,13,141,31,13,27,114,29,5,23,141,0,0,0,0,0,62,48,0,32,11,0,0,1,57,44,4,141,141,75,9,1,5,12,33,50,57,110,91,9,0,6,84,0,0,0,0,0,46,56,0,0,0,0,0,0,63,73,1,58,22,3,0,0,16,44,67,67,37,25,14,1,0,10,103
2,57,3,4,2,0,0,0,70,86,25,6,1,0,0,0,132,138,68,2,0,0,0,0,38,70,29,3,30,45,0,0,3,91,10,6,10,0,0,0,90,66,58,46,66,2,0,0,23,143,92,12,3,0,0,0,21,75,5,2,36,78,10,1,12,42,58,32,16,1,0,0,5,98,26,24,62,6,0,0,7,143,72,2,2,1,1,1,34,56,12,1,21,88,23,3,14,9,44,27,1,0,0,0,0,59,42,4,1,0,0,0,2,143,135,2,2,1,0,0,1,55,49,7,57,67,0,0,0
2,3,18,8,5,31,13,3,0,74,33,23,13,2,0,0,32,94,9,1,6,18,9,19,78,4,0,1,8,51,67,73,28,1,1,2,9,49,40,6,0,99,86,6,3,13,16,4,9,160,74,1,2,3,4,20,83,48,2,0,24,108,64,63,50,0,0,4,11,21,37,15,1,89,9,1,1,21,43,21,21,160,13,1,4,13,1,2,41,83,7,1,49,160,3,0,7,0,0,9,16,6,7,11,2,64,7,4,10,22,11,4,5,160,48,1,3,15,1,0,11,47,18,2,13,160,7,0,2
2,106,26,5,4,6,0,0,7,137,84,10,5,3,6,14,72,15,18,20,26,55,89,21,15,16,18,1,4,27,53,1,1,137,18,0,1,17,6,0,5,137,64,9,4,3,8,11,85,28,15,23,61,78,56,19,27,6,10,20,80,45,13,0,0,112,21,0,3,20,9,12,9,137,137,62,9,2,1,2,18,14,37,128,137,67,9,2,5,1,9,28,100,41,1,1,1,19,2,0,0,2,20,65,20,63,42,21,2,1,0,9,20,3,8,55,27,8,1,0,0,2,2,4,19,18,5,2,4
2,5,20,8,3,1,0,0,1,36,7,1,0,0,1,16,33,60,12,0,0,0,5,37,24,73,101,0,0,0,1,1,1,44,37,30,22,1,0,0,3,131,31,3,1,1,7,46,131,19,7,2,6,18,131,124,59,12,63,1,0,4,64,11,2,65,55,13,12,12,3,0,1,131,131,13,3,1,2,4,31,49,65,34,47,34,67,23,21,2,3,6,38,57,68,7,0,24,22,0,0,22,28,0,0,131,127,1,0,1,1,0,7,131,71,32,31,36,32,22,28,0,0,10,73,108,18,2,0
2,8,18,24,12,0,0,0,1,30,21,3,1,0,0,7,36,16,0,0,0,0,11,35,40,116,4,0,0,0,1,4,30,68,23,34,12,3,0,0,16,136,17,2,1,1,7,51,136,12,2,1,4,34,136,120,72,74,24,0,0,10,32,8,14,136,13,1,3,13,1,0,12,136,87,14,6,2,6,10,87,24,28,34,43,77,80,15,19,24,15,2,12,51,58,1,1,136,4,0,2,13,2,0,17,136,40,15,7,7,11,11,103,12,8,25,80,75,35,11,16,10,13,24,64,24,4,0,0
2,7,8,3,0,0,0,9,9,155,20,1,0,0,0,1,7,189,24,0,0,0,0,0,1,46,2,1,1,0,0,0,1,7,4,1,0,0,1,9,24,160,15,1,0,0,0,3,10,189,25,0,0,0,0,0,2,63,1,0,0,1,3,2,3,0,1,1,2,6,22,19,5,135,7,1,1,0,1,9,15,189,9,0,0,0,0,0,13,67,0,0,0,0,1,9,11,0,0,0,2,8,20,56,2,62,2,1,1,0,4,65,77,189,2,0,0,0,0,4,130,41,0,0,0,0,0,4,21
